Référence	ContexteGauche	Pivot	ContexteDroit
TXM_etude_des_moeurs	beaux linges ! … Personne n’interrompit le	père	Fourchon qui paraissait devoir son éloquence au vin bouché ; d’abord
TXM_etude_des_moeurs	, et peut-être prendre sa revanche avec le	père	Fourchon. — Et comment entendez -vous l’éducation de Mouche ?
TXM_etude_des_moeurs	. — Vous avez de l’esprit,	père	Fourchon, reprit Blondet, vous savez bien ce que vous dites
TXM_etude_des_moeurs	la peau, monseigneur ! … dit le	père	Fourchon. — Eh bien ! s’écria la comtesse, vous
TXM_etude_des_moeurs	. J’aurais voulu que vous entendissiez le	père	Fourchon, que le vin a fait parler un peu plus franchement
TXM_etude_des_moeurs	auprès du trône un prince à qui son	père	a laissé la tête de Louis XVI comme une valeur d’hoirie
TXM_etude_des_moeurs	en expliquer les commencements. Protégé par son	père	, le jeune Gaubertin fut nommé maire de Blangy. Il put
TXM_etude_des_moeurs	fille d’un ancien conventionnel ami de son	père	, Gaubertin possédait trois cent cinquante mille francs en argent ; et
TXM_etude_des_moeurs	d’une nouvelle ère. — Je serai	père	de famille, dit -il, vous savez quelle est la réputation
TXM_etude_des_moeurs	lui montrant une dénonciation soi-disant envoyée à son	père	, où elle était véhémentement accusée de correspondre avec Pitt et Cobourg
TXM_etude_des_moeurs	Avant de devenir brigadier de gendarmerie, Soudry	père	, fourrier dans l’artillerie, avait été blessé dans une affaire
TXM_etude_des_moeurs	petites villes, dut aux soins de son	père	et de Gaubertin, une maigre place au Cadastre. Le malheureux
TXM_etude_des_moeurs	malheureux eut l’affreux bonheur de se voir	père	de deux enfants en trois ans. Le greffier chargé, lui
TXM_etude_des_moeurs	madame Sibilet la jeune restait donc chez son	père	, et y vivait avec ses deux enfants. Adolphe Sibilet,
TXM_etude_des_moeurs	les premiers chapitres de ce roman, le	père	Lupin qui visait pour son fils mademoiselle Elise Gaubertin, envoya le
TXM_etude_des_moeurs	le vieux juge-de-paix, stimulé par Lupin le	père	, hâta le mariage auquel Adeline se livra par désespoir. Le
TXM_etude_des_moeurs	à travers mille châteaux en Espagne. Sarcus	père	, à qui les Soudry démontrèrent la nécessité de faire une démarche
TXM_etude_des_moeurs	bonne foi dans leurs promesses, car le	père	et la fille ignorèrent toujours le caractère diplomatique imposé par Gaubertin à
TXM_etude_des_moeurs	Soulanges et de Ronquerolles pour nous. Pauvre	père	Guerbet ! il ne se doute guère qu’on veut lui voler
TXM_etude_des_moeurs	elle est devenue proverbiale à Soulanges. Le	père	Guerbet, le percepteur de Soulanges, était l’homme d’esprit
TXM_etude_des_moeurs	tout ! Tous calculs faits, le pauvre	père	Mariotte, un brave homme, perd à cette adjudication. Forcé
TXM_etude_des_moeurs	verrez ! Enfin, monsieur Gaubertin est le	père	des ouvriers, il les paie bien et les fait toujours travailler
TXM_etude_des_moeurs	on risque pour un particulier ce que le	père	Mariotte a risqué pour la Couronne et pour l’État. Et
TXM_etude_des_moeurs	les goûts sont dans la nature. Le	père	Mariotte, malgré mon avis, n’a-t -il pas mieux aimé
TXM_etude_des_moeurs	car l’abonnement, pris au nom du	père	Socquard le limonadier, était supporté par vingt personnes. Rigou passait
TXM_etude_des_moeurs	praticien de Brunet, est venu chercher le	père	Fourchon au Grand-I-Vert, et Marie Tonsard, la bonne amie de
TXM_etude_des_moeurs	, depuis ce matin, je soupçonne le	père	Fourchon de manger à tous les rateliers. On veut vous forcer
TXM_etude_des_moeurs	mon général, à cause de … votre	père	… — Ah ! les mâtins ! … s’écria le comte
TXM_etude_des_moeurs	devenu blême. Oui, Michaud, mon	père	était marchand de meubles, ébéniste, la comtesse n’en sait
TXM_etude_des_moeurs	Chartreuse, sous la protection secrète des Gaubertin	père	et fils. Alors âgé de soixante-sept ans, il jouissait de
TXM_etude_des_moeurs	de Guerbet, le maître-de-poste, dont le	père	était, comme on l’a vu, percepteur de Soulanges,
TXM_etude_des_moeurs	la gendarmerie était le juge suppléant. Sibilet	père	, greffier du tribunal dès l’origine, avait marié sa sœur
TXM_etude_des_moeurs	la gendarmerie de La-Ville-aux-Fayes. Ce bonhomme,	père	de six enfants, était le cousin du père de Gaubertin,
TXM_etude_des_moeurs	de six enfants, était le cousin du	père	de Gaubertin, par sa femme, une Gaubertin-Vallat. Depuis dix-huit
TXM_etude_des_moeurs	jeunes et dont les ancêtres vivent, le	père	et la mère se trouvant dans la gêne et ne pouvant donner
TXM_etude_des_moeurs	il oublie que maintenant il peut se trouver	père	de famille …. — Allons ! je te regrettais, dit
TXM_etude_des_moeurs	monde. Le grand-père de Geneviève, le	père	Niseron, est un de ces hommes qui se laisseraient couper le
TXM_etude_des_moeurs	, une républicaine, de même que le	père	Fourchon fait de Mouche un bohémien. Moi, je ris de
TXM_etude_des_moeurs	, Auguste Niseron a donc écrit à son	père	de venir chercher l’enfant avec une nourrice du pays et de
TXM_etude_des_moeurs	des Aigues. Dans le temps, le	père	Niseron a reçu du château la layette et des secours en argent
TXM_etude_des_moeurs	y a beaucoup de gens qui ressemblent au	père	Fourchon, ce pays doit être inhabitable … — Si c’était
TXM_etude_des_moeurs	, Cornevin, un vieux Percheron, le	père	nourricier d’Olympe, sortit du massif et fit voir une de
TXM_etude_des_moeurs	libertinage et sa vengeance. En prenant le	père	Niseron pour sacristain j’ai pu faire comprendre à ce bonhomme les
TXM_etude_des_moeurs	sa haine en est accrue …. Le	père	Niseron a déclaré solennellement à Rigou qu’il le tuerait, s’
TXM_etude_des_moeurs	leurs protecteurs naturels. Geneviève avait entendu le	père	Niseron faisant le serment de tuer un homme, quel qu’il
TXM_etude_des_moeurs	une insolence soldatesque. Elle tenait de son	père	une violence telle que toute la famille, excepté Tonsard, la
TXM_etude_des_moeurs	Gounod chez nous, et Cornevin le vieux	père	nourricier, les vaches seront bien gardées … — Je dirai à
TXM_etude_des_moeurs	jour mademoiselle Aglaé Socquard, fille unique du	père	Socquard, propriétaire de cet établissement, qui, toute proportion gardée
TXM_etude_des_moeurs	. Cet homme antique reprocha publiquement à Gaubertin	père	ses trahisons secrètes, ses complaisances et ses déprédations. Il gourmanda
TXM_etude_des_moeurs	Révolution a eu beaucoup de poëtes semblables au	père	Niseron qui chantèrent leur poème aux armées, secrètement ou au grand
TXM_etude_des_moeurs	. Aussi, disait -on : — Le	père	Niseron n’aime pas les riches, il est des nôtres !
TXM_etude_des_moeurs	la vallée ces mots : " Le brave	père	Niseron, il n’y a pas de plus honnête homme !
TXM_etude_des_moeurs	avez commis deux méchantes actions, dit le	père	Niseron. — Prenez donc un verre de vin, dit Tonsard
TXM_etude_des_moeurs	. — Oui, nous nous passerons du	père	Fourchon en prenant l’adjoint de Couches, répondit Brunet. Va
TXM_etude_des_moeurs	un acte à remettre au château, le	père	Rigou a gagné son second procès, je leur signifie le jugement
TXM_etude_des_moeurs	grise, après avoir dit bon jour au	père	Niseron, car tout le monde dans la vallée tenait à l’
TXM_etude_des_moeurs	— Ah ! il vaut mieux sauver son	père	que de laisser moisir sa vertu ! répliqua le cabaretier. Tonsard
TXM_etude_des_moeurs	. Tonsard sentit un coup sec que le	père	Niseron lui frappa sur l’épaule. — Ce n’est pas
TXM_etude_des_moeurs	là ? … fit le vieillard. Un	père	est le gardien de l’honneur dans sa famille. Si quelqu’un
TXM_etude_des_moeurs	Vois où j’en suis ? répondit le	père	Niseron, je dors tranquille, il n’y a pas d’
TXM_etude_des_moeurs	lorsque Nicolas entra dans le cabaret de son	père	, lâcha-t -il une effrayante apostrophe contre le ménage Michaud et les
TXM_etude_des_moeurs	, lui dit Godain en lui montrant le	père	Niseron. — S’il parlait, je lui tordrais le cou
TXM_etude_des_moeurs	. En ce moment, la voix du	père	Fourchon qui chantait un vieux noël bourguignon, se fit entendre,
TXM_etude_des_moeurs	la vieille Tonsard à sa belle-fille, ton	père	est rouge comme un gril, et le petit brésille comme un
TXM_etude_des_moeurs	-ce qu’on a donc donné à mon	père	pour sa loutre, mon bibi ? … disait la belle cabaretière
TXM_etude_des_moeurs	, il en a eune ! — Le	père	a de l’or ! … dit la Tonsard à l’oreille
TXM_etude_des_moeurs	— Vous êtes des godiches ! beugla le	père	Fourchon. Vaut mieux gruger le bourgeois que de l’attaquer en
TXM_etude_des_moeurs	. Voilà qui plairait diablement à ce brave	père	Rigou … Si la fille à Courtecuisse voulait quitter sa bourgeoise d’
TXM_etude_des_moeurs	jolie servante de Rigou, succédait à son	père	dans l’état de tondeur de haies, de charmilles, et
TXM_etude_des_moeurs	à l’ancien garde-champêtre, va voir le	père	Rigou, nous saurons quoi faire, il est notre oracle,
TXM_etude_des_moeurs	D’abord l’avare de province, le	père	Grandet de Saumur, avare comme le tigre est cruel ; puis
TXM_etude_des_moeurs	mère et possède l’esprit sournois de son	père	. Alors âgé de soixante-sept ans, Rigou n’avait pas fait
TXM_etude_des_moeurs	de cet enfant du peuple qui bat son	père	, et nous poursuivons notre idée. Si l’ami Gaubertin a
TXM_etude_des_moeurs	route cantonale : — Eh ! bien,	père	Rigou, le Tapissier veut donc que nous soyons ses chiens ?
TXM_etude_des_moeurs	, un homme de la seconde société,	père	de la belle madame Plissoud, de laquelle il sera bientôt question
TXM_etude_des_moeurs	à monsieur Lupin, Amaury, désolait son	père	. Ce fils unique, un des dons Juans de la vallée
TXM_etude_des_moeurs	, sans jamais épuiser l’indulgence de son	père	, qui disait à chaque escapade : " J’ai pourtant été
TXM_etude_des_moeurs	), et répondait aux remontrances de son	père	par ce refrain perpétuel : " Renvoyez -moi à Paris, je
TXM_etude_des_moeurs	déjà très-bien en blanc, répondit le spirituel	père	Guerbet. — C’est un embrouillamini de tous les diables !
TXM_etude_des_moeurs	par une figure si poupine, que le	père	Guerbet prétendait qu’il avait fini par prendre le visage de ses
TXM_etude_des_moeurs	de politesse ou de belles manières. Le	père	Guerbet, frère du maître de poste de Couches, possédait environ
TXM_etude_des_moeurs	Il est inutile de faire observer que le	père	Guerbet connaissait admirablement les finances, et que Soudry pouvait être ministre
TXM_etude_des_moeurs	que sût la reine. Quand le gros	père	Guerbet avait singé madame Isaure, la femme de Gaubertin, en
TXM_etude_des_moeurs	quel était cet équipage. — V’là le	père	Rigou ! … Faut ouvrir la porte. Tenez son cheval,
TXM_etude_des_moeurs	donnait sur la place. En reconnaissant le	père	de sa belle-fille, Soudry vint le recevoir sur le perron.
TXM_etude_des_moeurs	tradition. Les paysans, comme disait le	père	Fourchon, quittent peu leurs communes où les clouent leurs travaux.
TXM_etude_des_moeurs	ne fait pas de longues visites, le	père	Rigou, dit Gourdon le greffier à madame Soudry. — Il
TXM_etude_des_moeurs	. — Que diable fait donc ce sacré	père	Rigou, dit alors Soudry à Guerbet en voyant la carriole arrêtée
TXM_etude_des_moeurs	. — Cela veut dire, répondit le	père	Guerbet, que la Bourgogne sera toujours le pays des coups de
TXM_etude_des_moeurs	, messieurs, dit madame Soudry, le	père	Rigou ne pense qu’à nos intérêts, car, si je
TXM_etude_des_moeurs	s’approvisionne de vipères, s’écria le	père	Guerbet. — On dirait, répondit monsieur Gourdon le médecin,
TXM_etude_des_moeurs	le coucher. — Si le pauvre petit	père	Pigeron, au lieu de tracasser sa femme, avait eu cette
TXM_etude_des_moeurs	si grande qu’elle forçait Aglaé, son	père	et leur garçon à se tenir sur deux banquettes placées de chaque
TXM_etude_des_moeurs	demander une tasse de chocolat aurait mis le	père	Socquard dans un étrange embarras ; néanmoins, il aurait obtenu la
TXM_etude_des_moeurs	boisson espagnole. Quant au café, le	père	Socquard le faisait tout uniment bouillir dans un vase connu de tous
TXM_etude_des_moeurs	de cette maison et du Tivoli. Le	père	de monsieur Lupin avait fait, disait -on, des folies pour
TXM_etude_des_moeurs	entendre. — Et si je disais au	père	Rigou que ton frère Nicolas en veut à la Péchina, s’
TXM_etude_des_moeurs	précieuse pour Rigou. — Eh bien !	père	Rigou, vous dégradez mes propriétés ? … dit Socquard en frappant
TXM_etude_des_moeurs	d’un air sardonique. Le courroux du	père	fut alors comprimé chez Socquard par l’intérêt du cafetier. Le
TXM_etude_des_moeurs	dehors comme faisait Rigou ; tandis que le	père	voulait entrer et déclarer que Bonnébault, plein de qualités estimables aux
TXM_etude_des_moeurs	des notables de Soulanges. Et cependant le	père	Socquard recevait peu de propositions de mariage. A vingt-deux ans,
TXM_etude_des_moeurs	filles ont -elles au corps ? demanda le	père	Socquard à Rigou. — Ah ! répondit l’ancien bénédictin,
TXM_etude_des_moeurs	un citron frais, Aglaé, dit le	père	Socquard ; et rince toi -même un verre à patte. —
TXM_etude_des_moeurs	. — Allons, Marie, dit le	père	Socquard en se plaçant devant elle, on ne vient pas ici
TXM_etude_des_moeurs	rentra soudain dans le billard. — Adieu	père	Socquard, dit l’usurier. — Je vais vous amener votre
TXM_etude_des_moeurs	— Ne vois -tu pas ici quelquefois le	père	Fourchon ? — Deux ou trois fois par semaine, avec monsieur
TXM_etude_des_moeurs	… — C’est un brave homme le	père	Fourchon, et instruit, dit Rigou, qui paya sa limonade
TXM_etude_des_moeurs	café nauséabond en voyant sa carriole que le	père	Socquard avait amenée devant le café. En montant dans sa voiture
TXM_etude_des_moeurs	. En montant dans sa voiture, le	père	Rigou aperçut le pharmacien, et il le héla par un :
TXM_etude_des_moeurs	Si vous laissez la Péchina tranquille, le	père	Rigou sauvera Nicolas de la conscription …. — Vous êtes le
TXM_etude_des_moeurs	gérer sa terre à Lupin, dont le	père	y a fait sa fortune. Après Lupin, ce sera un
TXM_etude_des_moeurs	pour la grande affaire. — Bonjour,	père	l’empoigneur, bonjour, bonne panse pleine de fiel et de
TXM_etude_des_moeurs	; il me faut des associés. Le	père	l’empoigneur n’a-t -il pas ses fonds prêts ? Il n’
TXM_etude_des_moeurs	; pour combien voulez -vous y être,	père	la calotte ? — Pour le reste, dit froidement Rigou.
TXM_etude_des_moeurs	dans Couches, Cerneux et Blangy. Le	père	Soudry aura ses pratiques à Soulanges, et vous, les vôtres
TXM_etude_des_moeurs	prendrai les bois avec mon gendre et le	père	Soudry ; ces bois sont assez dévastés pour ne pas vous tenter
